Accession-1,Gene Name,start,end,Genes in same transcription unit,Promoters,Centisome-Position,Direction,Transcription Units,operon,promotorstart,promotorend,operon_direction
b4038,yjbI,4250703,4252283,yjbI,,91.57738,+,yjbI,yjbI,4250403,4250703,+
b4039,ubiC,4252506,4253003,ubiC // ubiA,ubiCp,91.61622,+,ubiCA,ubiCA,4252206,4252506,+
b4040,ubiA,4253016,4253888,ubiC // ubiA,ubiCp,91.627205,+,ubiCA,ubiCA,4252206,4252506,+
b4041,plsB,4254043,4256466,plsB,plsBp2 // plsBp1,91.64933,-,plsB // plsB,plsB,4256466,4256766,-
b4042,dgkA,4256637,4257005,dgkA,dgkAp1 // dgkAp2,91.705215,+,dgkA // dgkA,dgkA,4256337,4256637,+
b4043,lexA,4257115,4257723,lexA // dinF,lexAp,91.715515,+,lexA-dinF,lexA-dinF,4256815,4257115,+
b4044,dinF,4257742,4259121,lexA // dinF,lexAp,91.72902,+,lexA-dinF,lexA-dinF,4256815,4257115,+
b4045,yjbJ,4259237,4259446,yjbJ,,91.76123,+,yjbJ,yjbJ,4258937,4259237,+
b4046,zur,4259488,4260003,zur,,91.76664,-,zur,zur,4260003,4260303,-
b4047,yjbL,4260321,4260575,yjbM // yjbL,,91.784584,+,yjbLM,yjbLM,4260021,4260321,+
b4048,yjbM,4260599,4261306,yjbM // yjbL,,91.79057,+,yjbLM,yjbLM,4260021,4260321,+
b4049,dusA,4261669,4262706,dusA,,91.81362,+,dusA,dusA,4261369,4261669,+
b4050,pspG,4262840,4263082,pspH // pspG,pspGp,91.83885,+,pspG,pspGH,4262540,4262840,+
b4051,qorA,4263248,4264231,qorA,qorAp,91.84765,-,qorA,qorA,4264231,4264531,-
b4052,dnaB,4264314,4265729,dnaB,dnaBp,91.87061,+,dnaB,dnaB,4264014,4264314,+
b4053,alr,4265782,4266861,alr,alrp2 // alrp1,91.90224,+,alr // alr,alr,4265482,4265782,+
b4054,tyrB,4267114,4268307,tyrB,tyrBp,91.93093,+,tyrB,tyrB,4266814,4267114,+
b4055,aphA,4269414,4270127,aphA,,91.980484,+,aphA,aphA,4269114,4269414,+
b4056,yjbQ,4270238,4270654,yjbR // yjbQ,yjbQp,91.99824,+,yjbQR,yjbQR,4269938,4270238,+
b4057,yjbR,4270658,4271014,yjbR // yjbQ,yjbQp,92.007286,+,yjbQR,yjbQR,4269938,4270238,+
b4058,uvrA,4271049,4273871,uvrA,uvrAp,92.01571,-,uvrA,uvrA,4273871,4274171,-
b4059,ssb,4274125,4274661,ssb,ssbp1 // ssbp2 // ssbp3,92.08198,+,ssb // ssb // ssb,ssb,4273825,4274125,+
b4060,yjcB,4274760,4275041,yjcB,yjcBp,92.09566,-,yjcB,yjcB,4275041,4275341,-
b4061,pdeC,4275471,4277057,pdeC,yjcCp,92.11098,+,yjcC,pdeC,4275171,4275471,+
b4062,soxS,4277060,4277383,soxS,soxSp,92.14521,-,soxS,soxS,4277383,4277683,-
b4063,soxR,4277469,4277933,soxR,soxRp,92.15402,+,soxR,soxR,4277169,4277469,+
b4064,ghxP,4278479,4279828,ghxP,ghxPp,92.17578,+,ghxP,ghxP,4278179,4278479,+
b4065,yjcE,4279980,4281629,yjcE,,92.208115,+,yjcE,yjcE,4279680,4279980,+
b4066,yjcF,4281783,4283075,yjcF,,92.24696,-,yjcF,yjcF,4283075,4283375,-
b4067,actP,4283253,4284902,yjcH // acs // actP,acsp // actPp // acsp2 // acsp1,92.27863,-,acs-yjcHG // actP // acs-yjcHG // acs-yjcHG,acs-yjcH-actP,4287371,4287671,-
b4068,yjcH,4284899,4285213,yjcH // acs // actP,acsp // acsp2 // acsp1,92.314095,-,acs-yjcHG // acs-yjcHG // acs-yjcHG,acs-yjcH-actP,4287371,4287671,-
b4069,acs,4285413,4287371,yjcH // acs // actP,acsp // acsp2 // acsp1,92.32517,-,acs-yjcHG // acs-yjcHG // acs-yjcHG,acs-yjcH-actP,4287371,4287671,-
b4070,nrfA,4287764,4289200,nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG,nrfAp,92.375824,+,nrfABCDEFG,nrfABCDEFG,4287464,4287764,+
b4071,nrfB,4289245,4289811,nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG,nrfAp,92.40773,+,nrfABCDEFG,nrfABCDEFG,4287464,4287764,+
b4072,nrfC,4289808,4290479,nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG,nrfAp,92.41985,+,nrfABCDEFG,nrfABCDEFG,4287464,4287764,+
b4073,nrfD,4290476,4291432,nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG,nrfAp,92.43424,+,nrfABCDEFG,nrfABCDEFG,4287464,4287764,+
b4074,nrfE,4291512,4293170,nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG,nrfAp,92.456566,+,nrfABCDEFG,nrfABCDEFG,4287464,4287764,+
b4075,nrfF,4293163,4293546,nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG,nrfAp,92.492134,+,nrfABCDEFG,nrfABCDEFG,4287464,4287764,+
b4076,nrfG,4293543,4294139,nrfA // nrfB // nrfC // nrfD // nrfE // nrfF // nrfG,nrfAp,92.50032,+,nrfABCDEFG,nrfABCDEFG,4287464,4287764,+
b4077,gltP,4294481,4295794,gltP,,92.52053,+,gltP,gltP,4294181,4294481,+
b4078,yjcO,4296436,4297125,yjcO,,92.562645,-,yjcO,yjcO,4297125,4297425,-
b4079,fdhF,4297219,4299366,fdhF,fdhFp,92.57952,-,fdhF,fdhF,4299366,4299666,-
b4080,mdtP,4299564,4301030,mdtN // mdtO // mdtP,,92.63004,-,mdtNOP,mdtNOP,4304109,4304409,-
b4081,mdtO,4301027,4303078,mdtN // mdtO // mdtP,,92.66156,-,mdtNOP,mdtNOP,4304109,4304409,-
b4082,mdtN,4303078,4304109,mdtN // mdtO // mdtP,,92.70574,-,mdtNOP,mdtNOP,4304109,4304409,-
b4083,yjcS,4304612,4306597,yjcS,yjcSp,92.73879,-,yjcS,yjcS,4306597,4306897,-
b4084,alsK,4306870,4307799,alsK,,92.78744,-,alsK,alsK,4307799,4308099,-
b4085,alsE,4307783,4308478,alsE // alsC // alsA // alsB // alsR,alsBp // alsRp1 // alsRp2,92.807106,-,alsBACE // alsRBACE // alsRBACE,alsRBACE,4312991,4313291,-
b4086,alsC,4308489,4309469,alsE // alsC // alsA // alsB // alsR,alsBp // alsRp1 // alsRp2,92.82232,-,alsBACE // alsRBACE // alsRBACE,alsRBACE,4312991,4313291,-
b4087,alsA,4309448,4310980,alsE // alsC // alsA // alsB // alsR,alsBp // alsRp1 // alsRp2,92.84298,-,alsBACE // alsRBACE // alsRBACE,alsRBACE,4312991,4313291,-
b4088,alsB,4311107,4312042,alsE // alsC // alsA // alsB // alsR,alsBp // alsRp1 // alsRp2,92.87872,-,alsBACE // alsRBACE // alsRBACE,alsRBACE,4312991,4313291,-
b4089,alsR,4312101,4312991,alsR // alsE // alsC // alsA // alsB,alsRp1 // alsRp2,92.90013,-,alsRBACE // alsRBACE,alsRBACE,4312991,4313291,-
b4090,rpiB,4313350,4313799,rpiB,rpiBp,92.92705,+,rpiB,rpiB,4313050,4313350,+
b4092,phnP,4314344,4315102,phnP // phnO // phnN // phnM // phnL // phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC,phnLp // phnCp,92.94846,-,phnLMNOP // phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4093,phnO,4315104,4315538,phnP // phnO // phnN // phnM // phnL // phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC,phnLp // phnCp,92.964836,-,phnLMNOP // phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4094,phnN,4315525,4316082,phnP // phnO // phnN // phnM // phnL // phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC,phnLp // phnCp,92.9739,-,phnLMNOP // phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4095,phnM,4316082,4317218,phnP // phnO // phnN // phnM // phnL // phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC,phnLp // phnCp,92.9859,-,phnLMNOP // phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4096,phnL,4317215,4317895,phnP // phnO // phnN // phnM // phnL // phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC,phnLp // phnCp,93.010315,-,phnLMNOP // phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4097,phnK,4318006,4318764,phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC // phnP // phnO // phnN // phnM // phnL,phnCp,93.02735,-,phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4098,phnJ,4318761,4319606,phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC // phnP // phnO // phnN // phnM // phnL,phnCp,93.04362,-,phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4099,phnI,4319599,4320663,phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC // phnP // phnO // phnN // phnM // phnL,phnCp,93.061676,-,phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4100,phnH,4320663,4321247,phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC // phnP // phnO // phnN // phnM // phnL,phnCp,93.084595,-,phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4101,phnG,4321244,4321696,phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC // phnP // phnO // phnN // phnM // phnL,phnCp,93.097115,-,phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4102,phnF,4321697,4322422,phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC // phnP // phnO // phnN // phnM // phnL,phnCp,93.10687,-,phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4105,phnD,4323336,4324352,phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC // phnP // phnO // phnN // phnM // phnL,phnCp,93.14218,-,phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4106,phnC,4324377,4325165,phnK // phnJ // phnI // phnH // phnG // phnF // phnE // phnD // phnC // phnP // phnO // phnN // phnM // phnL,phnCp,93.16461,-,phnCDEEFGHIJKLMNOP,phnCDEFGHIJKLMNOP,4325165,4325465,-
b4107,yjdN,4325298,4325741,yjdN,,93.184456,-,yjdN,yjdN,4325741,4326041,-
b4108,yjdM,4326399,4326734,yjdM,,93.20817,-,yjdM,yjdM,4326734,4327034,-
b4109,rdcA,4327135,4329363,rdcB // rdcA,rdcAp1 // rdcAp2,93.22403,+,rdcAB // rdcAB,rdcAB,4326835,4327135,+
b4110,rdcB,4329360,4330238,rdcB // rdcA,rdcAp1 // rdcAp2,93.271965,+,rdcAB // rdcAB,rdcAB,4326835,4327135,+
b4111,proP,4330502,4332004,proP,proPp2 // proPp1,93.29657,+,proP // proP,proP,4330202,4330502,+
b4112,basS,4332181,4333272,basS // basR,,93.33274,-,basRS,basRS,4333950,4334250,-
b4113,basR,4333282,4333950,basS // basR,,93.35646,-,basRS,basRS,4333950,4334250,-
b4114,eptA,4333947,4335590,eptA,,93.37079,-,eptA,eptA,4335590,4335890,-
b4115,adiC,4335694,4337031,adiC,adiCp7,93.408424,-,adiC,adiC,4337031,4337331,-
b4116,adiY,4337168,4337929,adiY,adiYp,93.44018,-,adiY,adiY,4337929,4338229,-
b4117,adiA,4338254,4340521,adiA,adiAp,93.46358,-,adiA,adiA,4340521,4340821,-
b4118,melR,4340720,4341628,melR,melRp,93.51671,-,melR,melR,4341628,4341928,-
b4119,melA,4341911,4343266,melA // melB,melAp,93.54236,+,melAB,melAB,4341611,4341911,+
b4120,melB,4343369,4344790,melA // melB,melAp,93.57378,+,melAB,melAB,4341611,4341911,+
b4121,yjdF,4344929,4345558,yjdF,,93.60738,-,yjdF,yjdF,4345558,4345858,-
b4122,fumB,4345680,4347326,fumB // dcuB,dcuBp2 // dcuBp1 // fumBp,93.62356,-,dcuB-fumB // dcuB-fumB // fumB,dcuB-fumB,4348744,4349044,-
b4123,dcuB,4347404,4348744,fumB // dcuB,dcuBp2 // dcuBp1,93.660706,-,dcuB-fumB // dcuB-fumB,dcuB-fumB,4348744,4349044,-
b4124,dcuR,4349315,4350034,dcuR // dcuS,dcuRp // dcuSp,93.70187,-,dcuR // dcuSR,dcuSR,4351662,4351962,-
b4125,dcuS,4350031,4351662,dcuS // dcuR,dcuSp,93.7173,-,dcuSR,dcuSR,4351662,4351962,-
b4126,yjdI,4351843,4352073,yjdJ // yjdI,,93.75634,+,yjdIJ,yjdIJ,4351543,4351843,+
b4127,yjdJ,4352085,4352357,yjdJ // yjdI,,93.76155,+,yjdIJ,yjdIJ,4351543,4351843,+
b4128,ghoS,4352584,4352880,ghoT // ghoS,ghoSp,93.7723,+,ghoST,ghoST,4352284,4352584,+
b4129,lysU,4353200,4354717,lysU,lysUp2 // lysUp1,93.78557,-,lysU // lysU,lysU,4354717,4355017,-
b4130,dtpC,4354954,4356411,dtpC,,93.823364,-,dtpC,dtpC,4356411,4356711,-
b4131,cadA,4356470,4358617,cadA // cadB,cadAp // cadBp,93.856026,-,cadA // cadBA,cadBA,4360031,4360331,-
b4132,cadB,4358697,4360031,cadB // cadA,cadBp,93.904,-,cadBA,cadBA,4360031,4360331,-
b4133,cadC,4360396,4361934,cadC,cadCp,93.940605,-,cadC,cadC,4361934,4362234,-
b4134,pheU,4362551,4362626,pheU,pheUp,93.98704,-,pheU,pheU,4362626,4362926,-
b4135,yjdC,4362733,4363308,dsbD // yjdC,yjdCp,93.99095,-,yjdC // dsbD-yjdC,dsbD-yjdC,4365042,4365342,-
b4136,dsbD,4363345,4365042,dsbD // yjdC,,94.004135,-,dsbD-yjdC,dsbD-yjdC,4365042,4365342,-
b4137,cutA,4365018,4365356,cutA,cutAp,94.040184,-,cutA,cutA,4365356,4365656,-
b4138,dcuA,4365472,4366773,aspA // dcuA,aspAp // dcuAp1,94.04996,-,aspA-dcuA // dcuA,aspA-dcuA,4368327,4368627,-
b4139,aspA,4366891,4368327,aspA // dcuA,aspAp // aspAp,94.08053,-,aspA-dcuA // aspA,aspA-dcuA,4368327,4368627,-
b4140,fxsA,4368664,4369140,fxsA,fxsAp,94.11873,+,fxsA,fxsA,4368364,4368664,+
b4141,yjeH,4369156,4370412,yjeH,,94.12933,-,yjeH,yjeH,4370412,4370712,-
b4142,groS,4370688,4370981,groS // groL,groSp2 // groSp,94.16234,+,groSL // groSL,groSL,4370388,4370688,+
b4143,groL,4371025,4372671,groS // groL,groSp2 // groLp3 // groLp2 // groLp1 // groSp,94.1696,+,groSL // groL // groL // groL // groSL,groSL,4370388,4370688,+
b4144,yjeI,4372809,4373162,yjeI,yjeIp,94.20803,+,yjeI,yjeI,4372509,4372809,+
b4145,yjeJ,4373365,4374234,yjeJ,,94.22001,-,yjeJ,yjeJ,4374234,4374534,-
b4146,epmB,4374629,4375657,epmB,,94.24724,-,epmB,epmB,4375657,4375957,-
b4147,efp,4375699,4376265,efp,efpp,94.270294,+,efp,efp,4375399,4375699,+
b4148,gdx,4376875,4377192,gdx,sugEp,94.29563,+,sugE,gdx,4376575,4376875,+
b4149,blc,4377189,4377722,blc,blcp,94.30239,-,blc,blc,4377722,4378022,-
b4150,ampC,4377811,4378944,ampC,ampCp,94.315796,-,ampC,ampC,4378944,4379244,-
b4151,frdD,4379007,4379366,frdD // frdC // frdB // frdA,frdAp2 // frdAp,94.34157,-,frdABCD // frdABCD,frdABCD,4382318,4382618,-
b4152,frdC,4379377,4379772,frdD // frdC // frdB // frdA,frdAp2 // frdAp,94.34953,-,frdABCD // frdABCD,frdABCD,4382318,4382618,-
b4153,frdB,4379783,4380517,frdD // frdC // frdB // frdA,frdAp2 // frdAp,94.35828,-,frdABCD // frdABCD,frdABCD,4382318,4382618,-
b4154,frdA,4380510,4382318,frdD // frdC // frdB // frdA,frdAp2 // frdAp,94.37394,-,frdABCD // frdABCD,frdABCD,4382318,4382618,-
b4155,epmA,4382643,4383620,epmA,epmAp,94.4199,+,epmA,epmA,4382343,4382643,+
b4156,yjeM,4383839,4385341,yjeM,,94.44566,+,yjeM,yjeM,4383539,4383839,+
b4157,yjeN,4385393,4385707,yjeO // yjeN,,94.47914,+,yjeNO,yjeNO,4385093,4385393,+
b4158,yjeO,4385704,4386018,yjeO // yjeN,,94.48584,+,yjeNO,yjeNO,4385093,4385393,+
b4159,mscM,4386047,4389370,mscM // psd,psdp,94.49323,-,psd-mscM,psd-mscM,4390360,4390660,-
b4160,psd,4389392,4390360,mscM // psd,psdp,94.56529,-,psd-mscM,psd-mscM,4390360,4390660,-
b4161,rsgA,4390457,4391509,rsgA,,94.58824,-,rsgA,rsgA,4391509,4391809,-
b4162,orn,4391604,4392149,orn,,94.61295,+,orn,orn,4391304,4391604,+
b4163,glyV,4392360,4392435,glyV // glyX // glyY,glyVp,94.62924,+,glyVXY,glyVXY,4392060,4392360,+
b4164,glyX,4392472,4392547,glyV // glyX // glyY,glyVp,94.63165,+,glyVXY,glyVXY,4392060,4392360,+
b4165,glyY,4392583,4392658,glyV // glyX // glyY,glyVp,94.63404,+,glyVXY,glyVXY,4392060,4392360,+
b4166,queG,4392928,4394067,queG,queGp,94.64148,-,queG,queG,4394067,4394367,-
b4167,nnr,4394066,4395613,nnr // hflC // hflK // hflX // hfq // miaA // mutL // amiB // tsaE,yjeFp3 // yjeFp2 // yjeFp1,94.66599,+,yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC,nnr-tsaE-amiB-mutL-miaA-hfq-hflXKC,4393766,4394066,+
b4168,tsaE,4395585,4396046,amiB // tsaE // nnr // mutL // miaA // hflC // hflK // hflX // hfq,tsaEp // yjeFp3 // yjeFp2 // yjeFp1,94.69872,+,tsaE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC,nnr-tsaE-amiB-mutL-miaA-hfq-hflXKC,4393766,4394066,+
b4169,amiB,4396065,4397402,amiB // tsaE // nnr // mutL // miaA // hflC // hflK // hflX // hfq,tsaEp // yjeFp3 // yjeFp2 // yjeFp1,94.70906,+,tsaE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC,nnr-tsaE-amiB-mutL-miaA-hfq-hflXKC,4393766,4394066,+
b4170,mutL,4397412,4399259,amiB // tsaE // nnr // mutL // miaA // hflC // hflK // hflX // hfq,tsaEp // mutLp1 // mutLp2 // yjeFp3 // yjeFp2 // yjeFp1,94.738075,+,tsaE-amiB-mutL-miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC,nnr-tsaE-amiB-mutL-miaA-hfq-hflXKC,4393766,4394066,+
b4171,miaA,4399252,4400202,amiB // tsaE // nnr // mutL // miaA // hflC // hflK // hflX // hfq,tsaEp // miaAp1 // miaAp2 // mutLp1 // mutLp2 // yjeFp3 // yjeFp2 // yjeFp1,94.77772,+,tsaE-amiB-mutL-miaA-hfq-hflXKC // miaA-hfq-hflXKC // miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC,nnr-tsaE-amiB-mutL-miaA-hfq-hflXKC,4393766,4394066,+
b4172,hfq,4400288,4400596,amiB // tsaE // nnr // mutL // miaA // hflC // hflK // hflX // hfq,tsaEp // hfqp3 // hfqp1 // miaAp1 // miaAp2 // mutLp1 // mutLp2 // hfqp2 // yjeFp3 // yjeFp2 // yjeFp1,94.80004,+,tsaE-amiB-mutL-miaA-hfq-hflXKC // hfq-hflXKC // hfq-hflXKC // miaA-hfq-hflXKC // miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC,nnr-tsaE-amiB-mutL-miaA-hfq-hflXKC,4393766,4394066,+
b4173,hflX,4400672,4401952,amiB // tsaE // nnr // mutL // miaA // hflC // hflK // hflX // hfq,tsaEp // hfqp3 // hfqp1 // miaAp1 // miaAp2 // mutLp1 // mutLp2 // hfqp2 // yjeFp3 // yjeFp2 // yjeFp1,94.80832,+,tsaE-amiB-mutL-miaA-hfq-hflXKC // hfq-hflXKC // hfq-hflXKC // miaA-hfq-hflXKC // miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC,nnr-tsaE-amiB-mutL-miaA-hfq-hflXKC,4393766,4394066,+
b4174,hflK,4402038,4403297,amiB // tsaE // nnr // mutL // miaA // hflC // hflK // hflX // hfq,tsaEp // hfqp3 // hfqp1 // miaAp1 // miaAp2 // mutLp1 // mutLp2 // hfqp2 // yjeFp3 // yjeFp2 // yjeFp1,94.837746,+,tsaE-amiB-mutL-miaA-hfq-hflXKC // hfq-hflXKC // hfq-hflXKC // miaA-hfq-hflXKC // miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC,nnr-tsaE-amiB-mutL-miaA-hfq-hflXKC,4393766,4394066,+
b4175,hflC,4403300,4404304,amiB // tsaE // nnr // mutL // miaA // hflC // hflK // hflX // hfq,tsaEp // hfqp3 // hfqp1 // miaAp1 // miaAp2 // mutLp1 // mutLp2 // hfqp2 // yjeFp3 // yjeFp2 // yjeFp1,94.86494,+,tsaE-amiB-mutL-miaA-hfq-hflXKC // hfq-hflXKC // hfq-hflXKC // miaA-hfq-hflXKC // miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // mutL-miaA-hfq-hflXKC // hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC // yjeFE-amiB-mutL-miaA-hfq-hflXKC,nnr-tsaE-amiB-mutL-miaA-hfq-hflXKC,4393766,4394066,+
b4176,yjeT,4404386,4404583,yjeT,,94.88833,+,yjeT,yjeT,4404086,4404386,+
b4177,purA,4404687,4405985,purA,purAp,94.89481,+,purA,purA,4404387,4404687,+
b4178,nsrR,4406190,4406615,rlmB // rnr // nsrR // yjfJ // yjfI,nsrRp,94.92719,+,nsrR-rnr-rlmB-yjfI,nsrR-rnr-rlmB-yjfIJ,4405890,4406190,+
b4179,rnr,4406654,4409095,rlmB // rnr // nsrR // yjfJ // yjfI,nsrRp,94.937195,+,nsrR-rnr-rlmB-yjfI,nsrR-rnr-rlmB-yjfIJ,4405890,4406190,+
b4180,rlmB,4409275,4410006,rlmB // rnr // nsrR // yjfJ // yjfI,nsrRp,94.99366,+,nsrR-rnr-rlmB-yjfI,nsrR-rnr-rlmB-yjfIJ,4405890,4406190,+
b4181,yjfI,4410133,4410534,rlmB // rnr // nsrR // yjfJ // yjfI,nsrRp,95.01214,+,nsrR-rnr-rlmB-yjfI // yjfIJ,nsrR-rnr-rlmB-yjfIJ,4405890,4406190,+
b4182,yjfJ,4410553,4411251,yjfJ // yjfI // rlmB // rnr // nsrR,,95.02119,+,yjfIJ,nsrR-rnr-rlmB-yjfIJ,4405890,4406190,+
b4183,yjfK,4411302,4411961,yjfC // yjfM // yjfL // yjfK,yjfKp,95.03733,+,yjfKLMC,yjfKLMC,4411002,4411302,+
b4184,yjfL,4411979,4412377,yjfC // yjfM // yjfL // yjfK,yjfKp,95.05192,+,yjfKLMC,yjfKLMC,4411002,4411302,+
b4185,yjfM,4412387,4413025,yjfC // yjfM // yjfL // yjfK,yjfKp,95.0607,+,yjfKLMC,yjfKLMC,4411002,4411302,+
b4186,yjfC,4413028,4414191,yjfC // yjfM // yjfL // yjfK,yjfKp,95.07451,+,yjfKLMC,yjfKLMC,4411002,4411302,+
b4187,aidB,4414275,4415900,aidB,aidBp2 // aidBp1,95.10138,+,aidB // aidB,aidB,4413975,4414275,+
b4188,yjfN,4416017,4416292,yjfN,,95.13891,-,yjfN,yjfN,4416292,4416592,-
b4189,bsmA,4416441,4416770,bsmA,bsmAp,95.14805,-,bsmA,bsmA,4416770,4417070,-
b4190,yjfP,4416952,4417701,yjfP,,95.15906,+,yjfP,yjfP,4416652,4416952,+
b4191,ulaR,4417698,4418453,ulaR,,95.175125,-,ulaR,ulaR,4418453,4418753,-
b4192,ulaG,4418561,4419625,ulaG,ulaGp,95.19371,-,ulaG,ulaG,4419625,4419925,-
b4193,ulaA,4419980,4421377,ulaF // ulaE // ulaD // ulaC // ulaB // ulaA,ulaAp,95.22429,+,ulaABCDEF,ulaABCDEF,4419680,4419980,+
b4194,ulaB,4421393,4421698,ulaF // ulaE // ulaD // ulaC // ulaB // ulaA,ulaAp,95.25473,+,ulaABCDEF,ulaABCDEF,4419680,4419980,+
b4195,ulaC,4421708,4422172,ulaF // ulaE // ulaD // ulaC // ulaB // ulaA,ulaAp,95.26151,+,ulaABCDEF,ulaABCDEF,4419680,4419980,+
b4196,ulaD,4422186,4422836,ulaF // ulaE // ulaD // ulaC // ulaB // ulaA,ulaAp,95.27181,+,ulaABCDEF,ulaABCDEF,4419680,4419980,+
b4197,ulaE,4422846,4423700,ulaF // ulaE // ulaD // ulaC // ulaB // ulaA,ulaAp,95.286026,+,ulaABCDEF,ulaABCDEF,4419680,4419980,+
b4198,ulaF,4423700,4424386,ulaF // ulaE // ulaD // ulaC // ulaB // ulaA,ulaAp,95.30443,+,ulaABCDEF,ulaABCDEF,4419680,4419980,+
b4199,yjfY,4424516,4424791,yjfY,,95.322014,-,yjfY,yjfY,4424791,4425091,-
b4200,rpsF,4425118,4425513,rpsF // priB // rpsR // rplI,rpsFp,95.33498,+,rpsF-priB-rpsR-rplI,rpsF-priB-rpsR-rplI,4424818,4425118,+
b4201,priB,4425520,4425834,rpsF // priB // rpsR // rplI,rpsFp,95.34364,+,rpsF-priB-rpsR-rplI,rpsF-priB-rpsR-rplI,4424818,4425118,+
b4202,rpsR,4425839,4426066,rpsF // priB // rpsR // rplI,rpsFp,95.35052,+,rpsF-priB-rpsR-rplI,rpsF-priB-rpsR-rplI,4424818,4425118,+
b4203,rplI,4426108,4426557,rpsF // priB // rpsR // rplI,rpsFp,95.35631,+,rpsF-priB-rpsR-rplI,rpsF-priB-rpsR-rplI,4424818,4425118,+
b4204,yjfZ,4426628,4427422,yjfZ,,95.36751,-,yjfZ,yjfZ,4427422,4427722,-
